transaction_id,customer_id,amount,timestamp,category,merchant,location,is_fraud
TXN00655,CUST00662,96.6,2025-06-23 07:45:51,Dining,Google,"Charlotte, NC",False
TXN00656,CUST00805,2311.88,2025-07-05 11:05:10,Entertainment,Amazon,"Austin, TX",True
TXN00657,CUST00135,489.1,2025-07-23 07:10:13,Healthcare,Target,"Fort Worth, TX",False
TXN00658,CUST00101,100.59,2025-06-23 05:55:31,Dining,Amazon,"New York, NY",False
TXN00659,CUST00580,325.72,2025-01-27 05:11:24,Other,Walmart,"San Francisco, CA",False
TXN00660,CUST00275,299.3,2025-08-21 19:24:09,Transportation,Amazon,"Columbus, OH",False
TXN00661,CUST00246,73.8,2025-09-05 09:15:40,Healthcare,CitiBank,"San Jose, CA",False
TXN00662,CUST00279,216.27,2025-10-31 08:09:42,Entertainment,eBay,"Jacksonville, FL",False
TXN00663,CUST00503,365.63,2025-06-26 22:49:24,Utilities,CitiBank,"Charlotte, NC",False
TXN00664,CUST00783,40.97,2025-03-18 04:40:48,Dining,Amazon,"Houston, TX",False
TXN00665,CUST00268,201.7,2025-10-16 08:32:17,Dining,McDonalds,"Houston, TX",False
TXN00666,CUST00893,445.03,2025-11-14 17:13:41,Utilities,Chase,"Phoenix, AZ",False
TXN00667,CUST00269,78.19,2025-09-27 03:41:25,Healthcare,Bank of America,"Columbus, OH",False
TXN00668,CUST00646,274.39,2025-03-11 11:12:01,Grocery,Visa,"San Antonio, TX",False
TXN00669,CUST00316,1322.68,2025-07-28 00:40:01,Utilities,Spotify,"Philadelphia, PA",True
TXN00670,CUST00685,397.88,2025-06-28 14:23:11,Utilities,Apple Store,"Columbus, OH",False
TXN00671,CUST00959,138.39,2025-06-22 12:04:46,Other,Amazon,"Charlotte, NC",False
TXN00672,CUST00182,474.18,2025-10-16 13:52:24,Dining,Google,"Austin, TX",False
TXN00673,CUST00450,331.47,2025-09-04 09:46:57,Entertainment,CitiBank,"New York, NY",False
TXN00674,CUST00670,19.24,2025-02-01 07:54:26,Travel,Walmart,"Jacksonville, FL",False
TXN00675,CUST00188,299.03,2025-05-02 04:42:40,Healthcare,Mastercard,"Dallas, TX",False
TXN00676,CUST00410,462.79,2025-04-28 12:59:15,Utilities,Costco,"San Antonio, TX",False
TXN00677,CUST00848,290.2,2025-01-23 15:30:43,Entertainment,Target,"Indianapolis, IN",False
TXN00678,CUST00518,493.53,2025-03-23 04:12:41,Education,Best Buy,"Chicago, IL",False
TXN00679,CUST00786,45.25,2025-12-24 19:45:57,Utilities,Apple Store,"Dallas, TX",False
TXN00680,CUST00546,1336.33,2025-07-26 19:57:54,Dining,Bank of America,"Seattle, WA",True
TXN00681,CUST00991,124.6,2025-05-02 06:22:00,Entertainment,Google,"Jacksonville, FL",False
TXN00682,CUST00767,210.98,2025-02-21 17:39:39,Education,Best Buy,"Denver, CO",False
TXN00683,CUST00607,226.6,2025-03-25 21:07:12,Travel,Costco,"Dallas, TX",False
TXN00684,CUST00060,440.29,2025-03-14 22:44:53,Transportation,CitiBank,"Washington, DC",False
TXN00685,CUST00542,296.79,2025-05-03 07:43:06,Utilities,Google,"Chicago, IL",False
TXN00686,CUST00200,28.94,2025-02-18 02:45:48,Travel,Uber,"San Antonio, TX",False
TXN00687,CUST00308,68.56,2025-06-16 11:49:57,Entertainment,Costco,"San Diego, CA",False
TXN00688,CUST00882,303.16,2025-04-02 19:50:34,Entertainment,Spotify,"San Francisco, CA",False
TXN00689,CUST00560,227.29,2025-08-16 08:06:50,Dining,Walmart,"Denver, CO",False
TXN00690,CUST00645,49.84,2025-06-12 13:57:51,Travel,Chase,"Los Angeles, CA",False
TXN00691,CUST00759,88.92,2025-08-19 03:34:22,Entertainment,Spotify,"San Diego, CA",False
TXN00692,CUST00273,358.22,2025-07-29 05:32:42,Utilities,Mastercard,"Washington, DC",False
TXN00693,CUST00629,272.93,2025-06-26 17:00:43,Education,Costco,"San Diego, CA",False
TXN00694,CUST00868,343.81,2025-03-15 12:49:35,Grocery,Chase,"Philadelphia, PA",False
TXN00695,CUST00034,330.73,2025-12-29 01:32:44,Transportation,Chase,"Washington, DC",False
TXN00696,CUST00680,461.04,2025-01-09 22:50:43,Other,Amazon,"Austin, TX",False
TXN00697,CUST00471,391.01,2025-05-29 06:48:45,Entertainment,Uber,"Indianapolis, IN",False
TXN00698,CUST00649,434.61,2025-05-27 05:36:53,Grocery,Uber,"Charlotte, NC",False
TXN00699,CUST00962,183.1,2025-07-17 19:52:29,Dining,eBay,"Denver, CO",False
TXN00700,CUST00311,199.89,2025-10-20 14:09:17,Grocery,Apple Store,"Indianapolis, IN",False
TXN00701,CUST00704,258.46,2025-03-15 15:19:31,Utilities,PayPal,"Chicago, IL",False
TXN00702,CUST00890,350.42,2025-12-21 22:30:32,Online Shopping,Mastercard,"San Jose, CA",False
TXN00703,CUST00260,404.88,2025-10-31 03:19:01,Online Shopping,Walmart,"Austin, TX",False
TXN00704,CUST00846,198.93,2025-03-15 12:58:35,Other,Costco,"Charlotte, NC",False
TXN00705,CUST00112,42.87,2025-01-27 13:00:53,Transportation,Uber,"Jacksonville, FL",False
TXN00706,CUST00382,50.45,2025-07-17 04:12:20,Other,PayPal,"San Francisco, CA",False
TXN00707,CUST00234,278.58,2025-03-19 17:32:22,Travel,PayPal,"Houston, TX",False
TXN00708,CUST00027,385.01,2025-01-22 12:13:12,Other,Spotify,"Seattle, WA",False
TXN00709,CUST00166,33.09,2025-09-22 00:42:54,Grocery,Starbucks,"Indianapolis, IN",False
TXN00710,CUST00608,167.06,2025-04-30 14:16:58,Transportation,Amazon,"Philadelphia, PA",False
TXN00711,CUST00392,140.58,2025-11-18 03:35:20,Education,Mastercard,"San Jose, CA",False
TXN00712,CUST00974,3262.64,2025-11-20 08:32:44,Grocery,Mastercard,"Indianapolis, IN",True
TXN00713,CUST00465,222.12,2025-11-07 15:19:38,Grocery,Apple Store,"Fort Worth, TX",False
TXN00714,CUST00024,31.83,2025-04-30 23:47:05,Entertainment,Spotify,"Washington, DC",False
TXN00715,CUST00873,56.88,2025-08-02 17:31:14,Dining,Amazon Prime,"Denver, CO",False
TXN00716,CUST00572,4377.38,2025-08-12 20:05:38,Transportation,PayPal,"Austin, TX",True
TXN00717,CUST00889,103.41,2025-12-01 11:21:29,Travel,Bank of America,"Chicago, IL",False
TXN00718,CUST00581,411.59,2025-09-08 10:19:25,Dining,Apple Store,"Dallas, TX",False
TXN00719,CUST00918,265.92,2025-01-22 01:25:18,Education,McDonalds,"San Antonio, TX",False
TXN00720,CUST00159,245.54,2025-06-07 05:27:55,Education,Google,"Philadelphia, PA",False
TXN00721,CUST00349,387.46,2025-12-19 22:43:54,Entertainment,McDonalds,"Phoenix, AZ",False
TXN00722,CUST00181,471.69,2025-06-21 20:08:23,Healthcare,McDonalds,"Jacksonville, FL",False
TXN00723,CUST00513,167.07,2025-01-24 15:02:57,Grocery,Chase,"San Francisco, CA",False
TXN00724,CUST00614,52.03,2025-01-12 05:53:50,Transportation,Spotify,"San Jose, CA",False
TXN00725,CUST00836,113.93,2025-01-15 08:31:16,Transportation,Walmart,"San Diego, CA",False
TXN00726,CUST00578,39.23,2025-02-20 01:48:18,Online Shopping,Bank of America,"Chicago, IL",False
TXN00727,CUST00798,356.2,2025-09-24 04:27:22,Grocery,Uber,"San Antonio, TX",False
TXN00728,CUST00408,347.52,2025-10-30 18:23:51,Other,Amazon,"Dallas, TX",False
TXN00729,CUST00320,321.2,2025-09-12 22:21:10,Online Shopping,Visa,"Los Angeles, CA",False
TXN00730,CUST00137,347.75,2025-02-11 16:34:25,Grocery,eBay,"Seattle, WA",False
TXN00731,CUST00179,478.51,2025-07-28 04:46:42,Healthcare,Netflix,"San Jose, CA",False
TXN00732,CUST00250,223.66,2025-12-04 09:34:10,Online Shopping,McDonalds,"San Diego, CA",False
TXN00733,CUST00647,70.12,2025-04-18 22:38:04,Other,Walmart,"San Antonio, TX",False
TXN00734,CUST00409,210.58,2025-10-14 06:26:16,Grocery,Google,"San Diego, CA",False
TXN00735,CUST00691,441.68,2025-08-15 06:16:59,Healthcare,Best Buy,"San Diego, CA",False
TXN00736,CUST00062,314.2,2025-04-27 14:15:53,Dining,Uber,"San Jose, CA",False
TXN00737,CUST00867,196.18,2025-02-09 18:19:26,Grocery,McDonalds,"Philadelphia, PA",False
TXN00738,CUST00124,175.5,2025-12-01 04:45:05,Online Shopping,PayPal,"Fort Worth, TX",False
TXN00739,CUST00586,476.5,2025-02-16 08:34:49,Transportation,Mastercard,"Jacksonville, FL",False
TXN00740,CUST00968,2565.81,2025-12-08 12:37:40,Dining,Starbucks,"San Francisco, CA",True
TXN00741,CUST00826,368.61,2025-11-16 10:00:31,Education,Starbucks,"San Diego, CA",False
TXN00742,CUST00494,232.53,2025-03-28 13:40:09,Entertainment,Amazon Prime,"Indianapolis, IN",False
TXN00743,CUST00118,282.58,2025-05-21 07:41:47,Entertainment,Amazon Prime,"Houston, TX",False
TXN00744,CUST00579,3209.17,2025-06-18 06:15:09,Travel,Amazon Prime,"Chicago, IL",True
TXN00745,CUST00017,310.06,2025-11-28 05:39:57,Grocery,CitiBank,"San Jose, CA",False
TXN00746,CUST00762,491.79,2025-10-23 01:36:48,Transportation,Netflix,"Dallas, TX",False
TXN00747,CUST00796,281.38,2025-09-24 01:22:47,Transportation,Costco,"Fort Worth, TX",False
TXN00748,CUST00889,304.59,2025-02-18 16:10:40,Grocery,Netflix,"Chicago, IL",False
TXN00749,CUST00938,253.11,2025-07-23 07:11:15,Education,PayPal,"New York, NY",False
TXN00750,CUST00479,499.25,2025-08-05 04:41:10,Transportation,McDonalds,"Columbus, OH",False
TXN00751,CUST00786,403.89,2025-03-23 11:05:05,Transportation,Mastercard,"Chicago, IL",False
TXN00752,CUST00919,1550.7,2025-12-14 10:42:58,Dining,Apple Store,"Columbus, OH",True
TXN00753,CUST00241,136.12,2025-07-12 12:21:18,Other,Walmart,"Austin, TX",False
TXN00754,CUST00814,84.94,2025-05-28 19:17:36,Other,PayPal,"Houston, TX",False
TXN00755,CUST00368,492.48,2025-08-02 11:57:28,Transportation,PayPal,"San Diego, CA",False
TXN00756,CUST00933,409.08,2025-05-16 03:00:42,Transportation,Amazon,"San Diego, CA",False
TXN00757,CUST00735,51.65,2025-01-15 06:06:07,Other,eBay,"Chicago, IL",False
TXN00758,CUST00478,221.69,2025-08-27 22:55:18,Entertainment,Best Buy,"San Jose, CA",False
TXN00759,CUST00752,363.24,2025-11-22 17:07:49,Utilities,Amazon Prime,"Austin, TX",False
TXN00760,CUST00173,472.94,2025-03-23 21:54:17,Grocery,Apple Store,"San Diego, CA",False
TXN00761,CUST00310,197.77,2025-05-04 10:04:23,Entertainment,McDonalds,"Denver, CO",False
TXN00762,CUST00110,2463.57,2025-05-26 01:05:17,Dining,Target,"New York, NY",True
TXN00763,CUST00002,271.11,2025-10-09 08:01:07,Dining,Chase,"Indianapolis, IN",False
TXN00764,CUST00016,450.25,2025-07-01 14:05:13,Transportation,PayPal,"San Diego, CA",False
TXN00765,CUST00502,227.29,2025-08-11 09:15:55,Education,Amazon,"Indianapolis, IN",False
TXN00766,CUST00735,243.51,2025-09-19 15:02:45,Healthcare,Costco,"Charlotte, NC",False
TXN00767,CUST00414,462.26,2025-12-26 12:55:46,Transportation,Spotify,"Philadelphia, PA",False
TXN00768,CUST00969,139.78,2025-01-06 14:23:50,Other,McDonalds,"Seattle, WA",False
TXN00769,CUST00332,81.12,2025-04-16 05:30:05,Online Shopping,Best Buy,"Dallas, TX",False
TXN00770,CUST00940,378.09,2025-03-26 12:29:00,Education,Amazon Prime,"San Francisco, CA",False
TXN00771,CUST00431,478.67,2025-10-11 16:39:35,Utilities,Netflix,"San Jose, CA",False
TXN00772,CUST00662,84.76,2025-07-27 03:11:30,Dining,Mastercard,"Seattle, WA",False
TXN00773,CUST00759,456.33,2025-10-22 19:36:45,Online Shopping,Bank of America,"Fort Worth, TX",False
TXN00774,CUST00774,96.5,2025-05-26 05:57:04,Dining,Target,"Jacksonville, FL",False
TXN00775,CUST00599,264.04,2025-02-28 06:44:51,Utilities,Amazon Prime,"Dallas, TX",False
TXN00776,CUST00850,382.24,2025-02-08 00:13:49,Healthcare,PayPal,"San Jose, CA",False
TXN00777,CUST00200,2259.87,2025-05-22 04:16:11,Other,Apple Store,"Phoenix, AZ",True
TXN00778,CUST00770,50.94,2025-04-08 04:28:31,Transportation,Spotify,"Indianapolis, IN",False
TXN00779,CUST00694,95.87,2025-02-01 11:22:01,Education,Visa,"Phoenix, AZ",False
TXN00780,CUST00640,377.41,2025-10-05 00:23:14,Other,Chase,"Fort Worth, TX",False
TXN00781,CUST00533,284.5,2025-06-24 16:08:10,Travel,CitiBank,"Philadelphia, PA",False
TXN00782,CUST00404,197.39,2025-03-21 18:11:58,Other,Chase,"Washington, DC",False
TXN00783,CUST00634,458.34,2025-12-03 19:35:49,Education,Uber,"Charlotte, NC",False
TXN00784,CUST00384,185.47,2025-06-28 09:25:52,Other,McDonalds,"Austin, TX",False
TXN00785,CUST00207,402.43,2025-08-11 16:00:37,Utilities,Google,"Charlotte, NC",False
TXN00786,CUST00040,177.32,2025-02-23 22:34:49,Online Shopping,Mastercard,"San Antonio, TX",False
TXN00787,CUST00762,44.96,2025-03-26 03:53:38,Other,Bank of America,"Seattle, WA",False
TXN00788,CUST00645,190.94,2025-10-27 03:36:44,Travel,Visa,"Seattle, WA",False
TXN00789,CUST00946,365.26,2025-04-28 05:54:54,Transportation,Apple Store,"Seattle, WA",False
TXN00790,CUST00284,3594.72,2025-02-11 16:14:04,Other,CitiBank,"Austin, TX",True
TXN00791,CUST00384,106.94,2025-01-14 16:30:53,Healthcare,Uber,"San Jose, CA",False
TXN00792,CUST00995,280.98,2025-12-01 12:44:05,Transportation,Uber,"Fort Worth, TX",False
TXN00793,CUST00794,261.36,2025-06-28 23:53:52,Other,Visa,"Dallas, TX",False
TXN00794,CUST00101,366.49,2025-02-11 23:48:25,Education,CitiBank,"San Diego, CA",False
TXN00795,CUST00161,478.03,2025-09-26 12:31:41,Dining,Amazon Prime,"Chicago, IL",False
TXN00796,CUST00837,128.2,2025-04-17 12:00:59,Entertainment,Costco,"Washington, DC",False
TXN00797,CUST00092,409.48,2025-07-07 08:50:27,Transportation,eBay,"San Jose, CA",False
TXN00798,CUST00760,59.26,2025-11-28 20:10:11,Travel,Amazon,"Los Angeles, CA",False
TXN00799,CUST00411,431.12,2025-12-02 01:27:24,Entertainment,McDonalds,"Los Angeles, CA",False
TXN00800,CUST00564,174.94,2025-09-14 12:16:30,Travel,Costco,"Fort Worth, TX",False
TXN00801,CUST00497,447.86,2025-09-07 00:58:20,Travel,Uber,"San Diego, CA",False
TXN00802,CUST00164,272.46,2025-03-06 12:14:58,Online Shopping,Best Buy,"Columbus, OH",False
TXN00803,CUST00675,304.94,2025-06-26 22:58:38,Grocery,McDonalds,"Charlotte, NC",False
TXN00804,CUST00605,280.08,2025-06-16 01:53:55,Education,Starbucks,"San Antonio, TX",False
TXN00805,CUST00277,191.47,2025-04-26 12:58:30,Healthcare,CitiBank,"San Antonio, TX",False
TXN00806,CUST00848,325.92,2025-07-27 16:09:43,Travel,Apple Store,"San Diego, CA",False
TXN00807,CUST00153,323.9,2025-03-23 15:27:41,Dining,eBay,"Charlotte, NC",False
TXN00808,CUST00984,81.08,2025-01-04 08:09:06,Entertainment,Costco,"Austin, TX",False
TXN00809,CUST00126,416.75,2025-06-22 06:42:29,Grocery,Chase,"Philadelphia, PA",False
TXN00810,CUST00332,213.99,2025-04-09 15:40:25,Entertainment,CitiBank,"San Diego, CA",False
TXN00811,CUST00140,159.9,2025-03-06 00:39:54,Grocery,McDonalds,"Philadelphia, PA",False
TXN00812,CUST00539,283.2,2025-11-28 12:53:44,Grocery,Netflix,"Denver, CO",False
TXN00813,CUST00921,85.42,2025-02-03 09:47:56,Education,Best Buy,"Dallas, TX",False
TXN00814,CUST00548,299.3,2025-03-12 08:01:00,Grocery,Visa,"Chicago, IL",False
TXN00815,CUST00050,237.22,2025-05-02 05:16:18,Entertainment,Spotify,"Washington, DC",False
TXN00816,CUST00117,494.98,2025-04-25 19:20:15,Entertainment,Best Buy,"Fort Worth, TX",False
TXN00817,CUST00664,109.29,2025-02-13 17:59:31,Entertainment,Bank of America,"San Jose, CA",False
TXN00818,CUST00077,243.81,2025-03-25 07:00:45,Online Shopping,Starbucks,"Seattle, WA",False
TXN00819,CUST00185,163.9,2025-11-06 20:29:57,Healthcare,CitiBank,"Dallas, TX",False
TXN00820,CUST00402,384.26,2025-10-25 02:51:27,Utilities,Netflix,"Denver, CO",False
TXN00821,CUST00969,270.0,2025-01-26 22:02:00,Education,Apple Store,"San Antonio, TX",False
TXN00822,CUST00810,247.97,2025-06-10 18:42:46,Utilities,Amazon Prime,"Jacksonville, FL",False
TXN00823,CUST00232,392.97,2025-02-02 08:58:16,Education,Chase,"Columbus, OH",False
TXN00824,CUST00829,830.87,2025-08-29 08:17:30,Utilities,Amazon Prime,"Houston, TX",True
TXN00825,CUST00895,476.55,2025-07-01 00:28:20,Healthcare,Walmart,"Seattle, WA",False
TXN00826,CUST00389,192.4,2025-10-03 12:58:44,Utilities,Visa,"Jacksonville, FL",False
TXN00827,CUST00294,497.16,2025-03-31 20:33:31,Education,Target,"Fort Worth, TX",False
TXN00828,CUST00623,162.75,2025-07-14 12:54:56,Other,Starbucks,"New York, NY",False
TXN00829,CUST00747,257.32,2025-07-23 01:25:10,Grocery,CitiBank,"Washington, DC",False
TXN00830,CUST00047,223.07,2025-09-29 10:29:16,Online Shopping,Bank of America,"San Antonio, TX",False
TXN00831,CUST00643,241.57,2025-01-19 00:48:24,Entertainment,Target,"Indianapolis, IN",False
TXN00832,CUST00000,45.7,2025-10-01 02:53:41,Entertainment,Uber,"San Jose, CA",False
TXN00833,CUST00647,116.65,2025-06-07 18:36:07,Entertainment,Best Buy,"San Jose, CA",False
TXN00834,CUST00919,159.99,2025-12-31 01:00:09,Healthcare,Chase,"Denver, CO",False
TXN00835,CUST00051,468.07,2025-06-01 18:14:29,Entertainment,Walmart,"Houston, TX",False
TXN00836,CUST00338,40.24,2025-04-05 20:13:06,Other,Costco,"San Francisco, CA",False
TXN00837,CUST00026,261.78,2025-11-19 11:05:56,Online Shopping,Apple Store,"Washington, DC",False
TXN00838,CUST00466,196.54,2025-04-16 08:22:24,Utilities,Netflix,"Jacksonville, FL",False
TXN00839,CUST00610,109.89,2025-12-14 07:12:15,Education,Target,"Los Angeles, CA",False
TXN00840,CUST00353,294.71,2025-12-07 00:57:08,Dining,eBay,"San Jose, CA",False
TXN00841,CUST00644,157.3,2025-10-09 17:59:16,Entertainment,Best Buy,"Charlotte, NC",False
TXN00842,CUST00101,192.36,2025-05-17 04:11:13,Education,Bank of America,"San Jose, CA",False
TXN00843,CUST00654,113.29,2025-09-30 09:17:44,Utilities,Mastercard,"San Antonio, TX",False
TXN00844,CUST00780,111.61,2025-08-25 04:27:27,Utilities,eBay,"Austin, TX",False
TXN00845,CUST00941,420.94,2025-09-17 23:43:55,Healthcare,CitiBank,"Washington, DC",False
TXN00846,CUST00831,82.12,2025-01-22 16:09:41,Entertainment,Walmart,"Denver, CO",False
TXN00847,CUST00420,365.25,2025-03-11 02:52:52,Education,Uber,"San Jose, CA",False
TXN00848,CUST00105,279.61,2025-12-11 15:19:26,Travel,Best Buy,"Los Angeles, CA",False
TXN00849,CUST00746,4148.08,2025-11-24 16:01:38,Entertainment,Amazon,"Chicago, IL",True
TXN00850,CUST00585,243.81,2025-12-23 18:56:40,Healthcare,Amazon Prime,"Houston, TX",False
TXN00851,CUST00557,333.49,2025-11-20 05:34:42,Travel,Costco,"Charlotte, NC",False
TXN00852,CUST00506,4264.19,2025-12-13 13:43:12,Education,CitiBank,"Los Angeles, CA",True
TXN00853,CUST00898,101.12,2025-01-28 11:15:29,Entertainment,eBay,"San Antonio, TX",False
TXN00854,CUST00968,492.85,2025-01-11 12:49:25,Travel,CitiBank,"Houston, TX",False
TXN00855,CUST00157,189.0,2025-02-02 04:57:18,Online Shopping,Visa,"San Antonio, TX",False
TXN00856,CUST00508,286.52,2025-09-08 23:43:27,Travel,Amazon Prime,"Phoenix, AZ",False
TXN00857,CUST00281,481.57,2025-12-23 04:41:17,Entertainment,McDonalds,"Indianapolis, IN",False
TXN00858,CUST00679,200.57,2025-02-15 20:27:20,Education,PayPal,"Washington, DC",False
TXN00859,CUST00953,367.25,2025-04-02 08:38:16,Grocery,Bank of America,"Dallas, TX",False
TXN00860,CUST00013,203.16,2025-01-22 08:56:35,Travel,Target,"Chicago, IL",False
TXN00861,CUST00121,166.05,2025-10-26 05:27:12,Grocery,Chase,"Los Angeles, CA",False
TXN00862,CUST00339,247.06,2025-09-02 14:02:26,Transportation,Netflix,"Houston, TX",False
TXN00863,CUST00778,331.96,2025-12-21 13:48:14,Dining,McDonalds,"Houston, TX",False
TXN00864,CUST00189,458.3,2025-03-03 06:38:34,Dining,Spotify,"Charlotte, NC",False
TXN00865,CUST00497,355.3,2025-04-01 23:49:11,Healthcare,PayPal,"Seattle, WA",False
TXN00866,CUST00142,374.47,2025-08-19 04:59:24,Travel,Apple Store,"Seattle, WA",False
TXN00867,CUST00135,131.36,2025-12-02 10:04:57,Education,CitiBank,"Philadelphia, PA",False
TXN00868,CUST00579,293.53,2025-12-14 11:28:58,Travel,Costco,"Denver, CO",False
TXN00869,CUST00061,460.8,2025-05-25 22:25:30,Other,Costco,"Washington, DC",False
TXN00870,CUST00149,224.92,2025-07-26 16:36:39,Other,Mastercard,"Seattle, WA",False
TXN00871,CUST00454,297.44,2025-07-24 21:43:42,Dining,McDonalds,"Denver, CO",False
TXN00872,CUST00060,491.58,2025-03-07 19:57:38,Grocery,PayPal,"San Diego, CA",False
TXN00873,CUST00038,34.98,2025-02-09 02:00:25,Other,Costco,"Philadelphia, PA",False
TXN00874,CUST00422,362.7,2025-03-14 23:10:44,Grocery,Spotify,"San Diego, CA",False
TXN00875,CUST00675,227.42,2025-01-03 16:56:14,Healthcare,Amazon Prime,"Austin, TX",False
TXN00876,CUST00567,57.18,2025-09-15 22:24:04,Education,Amazon Prime,"Fort Worth, TX",False
TXN00877,CUST00982,160.84,2025-10-22 00:26:24,Utilities,Visa,"San Francisco, CA",False
TXN00878,CUST00115,153.91,2025-06-13 19:24:21,Online Shopping,Apple Store,"Chicago, IL",False
TXN00879,CUST00886,116.96,2025-10-22 13:55:40,Utilities,Apple Store,"San Diego, CA",False
TXN00880,CUST00273,106.03,2025-07-11 00:15:47,Education,Bank of America,"Chicago, IL",False
TXN00881,CUST00030,266.44,2025-09-07 10:30:33,Travel,Mastercard,"San Jose, CA",False
TXN00882,CUST00861,64.32,2025-01-12 05:22:05,Travel,Google,"Indianapolis, IN",False
TXN00883,CUST00264,83.28,2025-01-07 08:38:48,Education,Bank of America,"San Antonio, TX",False
TXN00884,CUST00827,193.38,2025-02-14 23:09:54,Grocery,Spotify,"Indianapolis, IN",False
TXN00885,CUST00075,63.06,2025-08-25 23:08:14,Other,Amazon,"Columbus, OH",False
TXN00886,CUST00146,76.55,2025-09-16 11:20:28,Online Shopping,Chase,"San Jose, CA",False
TXN00887,CUST00449,247.56,2025-11-13 17:20:02,Transportation,Costco,"Dallas, TX",False
TXN00888,CUST00993,103.1,2025-09-23 20:43:46,Healthcare,Starbucks,"Seattle, WA",False
TXN00889,CUST00447,344.97,2025-01-14 10:11:20,Other,eBay,"New York, NY",False
TXN00890,CUST00498,282.91,2025-01-03 08:27:04,Grocery,Chase,"Phoenix, AZ",False
TXN00891,CUST00251,183.86,2025-02-12 01:55:16,Transportation,Spotify,"San Diego, CA",False
TXN00892,CUST00237,252.22,2025-06-30 06:16:26,Utilities,Spotify,"San Diego, CA",False
TXN00893,CUST00931,49.88,2025-10-04 05:15:09,Travel,Starbucks,"San Francisco, CA",False
TXN00894,CUST00133,41.2,2025-12-02 09:20:13,Education,Netflix,"Charlotte, NC",False
TXN00895,CUST00339,474.17,2025-03-31 00:35:20,Grocery,PayPal,"Houston, TX",False
TXN00896,CUST00948,463.8,2025-06-21 16:05:01,Entertainment,Bank of America,"Phoenix, AZ",False
TXN00897,CUST00943,103.04,2025-10-16 16:33:47,Travel,PayPal,"Phoenix, AZ",False
TXN00898,CUST00636,174.9,2025-12-06 18:13:21,Travel,Uber,"San Jose, CA",False
TXN00899,CUST00565,229.07,2025-08-28 23:23:23,Grocery,Walmart,"New York, NY",False
TXN00900,CUST00714,100.36,2025-12-28 05:26:26,Dining,Google,"Phoenix, AZ",False
TXN00901,CUST00643,130.05,2025-09-28 05:39:04,Other,Netflix,"Washington, DC",False
TXN00902,CUST00496,193.32,2025-11-27 09:39:25,Travel,Starbucks,"Jacksonville, FL",False
TXN00903,CUST00191,303.18,2025-10-20 13:11:43,Transportation,Target,"San Francisco, CA",False
TXN00904,CUST00035,21.95,2025-03-19 14:24:37,Dining,PayPal,"San Francisco, CA",False
TXN00905,CUST00144,225.51,2025-03-05 07:26:54,Travel,Bank of America,"Chicago, IL",False
TXN00906,CUST00672,454.12,2025-01-08 13:47:40,Online Shopping,Spotify,"San Diego, CA",False
TXN00907,CUST00833,176.69,2025-09-22 17:51:13,Utilities,Mastercard,"Phoenix, AZ",False
TXN00908,CUST00520,84.83,2025-12-15 19:46:32,Healthcare,Uber,"Charlotte, NC",False
TXN00909,CUST00676,74.31,2025-05-09 22:03:31,Grocery,Uber,"San Francisco, CA",False
TXN00910,CUST00851,150.26,2025-11-29 19:09:53,Online Shopping,Apple Store,"Fort Worth, TX",False
TXN00911,CUST00217,144.34,2025-04-27 01:33:10,Healthcare,Amazon Prime,"Denver, CO",False
TXN00912,CUST00136,152.54,2025-11-15 03:24:12,Grocery,Spotify,"Austin, TX",False
TXN00913,CUST00288,390.52,2025-01-23 10:54:33,Online Shopping,Target,"San Jose, CA",False
TXN00914,CUST00147,495.62,2025-12-13 14:50:41,Dining,Target,"Denver, CO",False
TXN00915,CUST00954,126.92,2025-09-09 18:47:40,Transportation,eBay,"San Antonio, TX",False
TXN00916,CUST00325,40.65,2025-06-08 13:18:15,Grocery,Netflix,"Austin, TX",False
TXN00917,CUST00357,375.98,2025-06-16 20:36:01,Other,Visa,"San Francisco, CA",False
TXN00918,CUST00349,55.08,2025-12-04 10:08:29,Other,Amazon,"Fort Worth, TX",False
TXN00919,CUST00546,359.23,2025-11-03 19:46:03,Education,McDonalds,"San Diego, CA",False
TXN00920,CUST00449,267.1,2025-08-30 13:14:21,Transportation,Starbucks,"San Jose, CA",False
TXN00921,CUST00697,352.43,2025-11-07 10:13:14,Other,Costco,"Chicago, IL",False
TXN00922,CUST00138,446.23,2025-10-31 06:17:27,Utilities,PayPal,"Columbus, OH",False
TXN00923,CUST00918,1510.94,2025-11-18 06:55:07,Entertainment,Target,"Dallas, TX",True
TXN00924,CUST00804,182.58,2025-09-06 14:21:50,Grocery,PayPal,"Austin, TX",False
TXN00925,CUST00346,268.49,2025-02-04 06:31:21,Healthcare,Google,"Jacksonville, FL",False
TXN00926,CUST00914,152.45,2025-07-04 14:03:28,Entertainment,Apple Store,"Austin, TX",False
TXN00927,CUST00138,221.14,2025-06-12 21:12:58,Online Shopping,Best Buy,"Houston, TX",False
TXN00928,CUST00410,20.02,2025-02-07 15:53:32,Dining,Amazon Prime,"Columbus, OH",False
TXN00929,CUST00481,111.09,2025-08-30 00:35:12,Education,Google,"Charlotte, NC",False
TXN00930,CUST00192,2071.25,2025-02-19 19:36:12,Other,Visa,"San Francisco, CA",True
TXN00931,CUST00622,324.07,2025-10-12 22:51:02,Grocery,Target,"San Diego, CA",False
